chr4	7260000	7349999	hap10	2.222222222	hap3
chr8	3510000	3569999	hap10	4	hap3
chr8	3580000	3649999	hap10	3	hap3
chr2	5710000	5779999	hap10	1.714285714	hap26
chr5	2660000	2739999	hap10	2.375	hap26
chr8	3950000	4019999	hap10	3.142857143	hap26
chr9	3300000	3379999	hap10	3.125	hap26
chr4	7360000	7419999	hap10	4.166666667	hap5
chr8	3900000	3950000	hap10	2.875	hap5
chr8	3460000	3510000	hap10	3.777777778	hap8
chr8	3780000	3900000	hap10	1.5625	hap30
chr8	4370000	4439999	hap10	2.142857143	hap30
chr2	5520000	5599999	hap10	2.125	hap14
chr2	5620000	5679999	hap10	1.5	hap14
chr8	3400000	3460000	hap10	2.125	hap14
chr8	4019999	4089999	hap10	2.25	hap14
chr9	630000	689999	hap10	1.333333333	hap14
chr1	10000	129999	hap10	1.25	hap1
chr1	140000	199999	hap10	0.6666666667	hap1
chr1	220000	359999	hap10	1	hap1
chr1	390000	459999	hap10	1.142857143	hap1
chr1	470000	729999	hap10	1.115384615	hap1
chr1	790000	849999	hap10	0.5	hap1
chr1	1050000	1349999	hap10	0.9	hap1
chr1	1360000	1419999	hap10	0.8333333333	hap1
chr1	1680000	1739999	hap10	1.666666667	hap1
chr1	1750000	1849999	hap10	0.2	hap1
chr1	1890000	2039999	hap10	0.8	hap1
chr1	2050000	2189999	hap10	1.357142857	hap1
chr1	4450000	4529999	hap10	1.875	hap1
chr1	5080000	5139999	hap10	2	hap1
chr1	5310000	5399999	hap10	1	hap1
chr1	5660000	5729999	hap10	0.8571428571	hap1
chr1	5870000	5949999	hap10	1.5	hap1
chr1	5960000	6049999	hap10	0.8888888889	hap1
chr1	6210000	6379999	hap10	1	hap1
chr1	6520000	6589999	hap10	1.142857143	hap1
chr10	1320000	1619999	hap10	1.233333333	hap1
chr10	1720000	1829999	hap10	1.272727273	hap1
chr10	2400000	2489999	hap10	1.333333333	hap1
chr10	2560000	2629999	hap10	1	hap1
chr10	2660000	2729999	hap10	0.8571428571	hap1
chr10	2760000	2859999	hap10	0.7	hap1
chr10	2950000	3029999	hap10	0.375	hap1
chr10	3070000	3169999	hap10	0.9	hap1
chr10	3180000	3279999	hap10	1.7	hap1
chr10	3660000	3719999	hap10	1.166666667	hap1
chr10	3850000	3919999	hap10	0.7142857143	hap1
chr10	5150000	5209999	hap10	1.333333333	hap1
chr11	130000	269999	hap10	0.7857142857	hap1
chr11	280000	359999	hap10	0.5	hap1
chr11	370000	449999	hap10	1.5	hap1
chr11	460000	569999	hap10	1	hap1
chr11	580000	769999	hap10	0.7894736842	hap1
chr11	780000	849999	hap10	1.714285714	hap1
chr11	920000	1369999	hap10	1.155555556	hap1
chr11	1390000	1519999	hap10	0.6923076923	hap1
chr11	1530000	1629999	hap10	0.9	hap1
chr11	1740000	1799999	hap10	1.333333333	hap1
chr11	1890000	2039999	hap10	0.9333333333	hap1
chr11	2060000	2139999	hap10	1.625	hap1
chr11	2280000	2479999	hap10	0.95	hap1
chr11	2580000	2639999	hap10	0.6666666667	hap1
chr11	3740000	4019999	hap10	1.107142857	hap1
chr11	4030000	4149999	hap10	0.9166666667	hap1
chr11	4220000	4359999	hap10	0.7142857143	hap1
chr11	4460000	4519999	hap10	1	hap1
chr11	4650000	4709999	hap10	1	hap1
chr11	4790000	4849999	hap10	2.5	hap1
chr11	5450000	5529999	hap10	0.875	hap1
chr12	80000	149999	hap10	1.285714286	hap1
chr12	170000	279999	hap10	0.9090909091	hap1
chr12	380000	459999	hap10	1.125	hap1
chr12	490000	719999	hap10	0.8695652174	hap1
chr12	850000	1059999	hap10	1.047619048	hap1
chr12	1140000	1289999	hap10	0.9333333333	hap1
chr12	1380000	1479999	hap10	0.7	hap1
chr12	1560000	1669999	hap10	0.7272727273	hap1
chr12	1710000	1789999	hap10	0.5	hap1
chr12	2980000	3039999	hap10	0.8333333333	hap1
chr12	3830000	3909999	hap10	1.5	hap1
chr12	4340000	4399999	hap10	2	hap1
chr13	50000	109999	hap10	1.166666667	hap1
chr13	120000	239999	hap10	1	hap1
chr13	250000	339999	hap10	0.3333333333	hap1
chr13	400000	459999	hap10	0.5	hap1
chr13	570000	759999	hap10	1	hap1
chr13	900000	969999	hap10	0.8571428571	hap1
chr13	1030000	1129999	hap10	0.9	hap1
chr13	1150000	1309999	hap10	1.4375	hap1
chr13	1320000	1419999	hap10	1.2	hap1
chr13	1540000	1609999	hap10	1.714285714	hap1
chr13	1620000	1739999	hap10	1.083333333	hap1
chr13	1810000	1919999	hap10	0.5454545455	hap1
chr13	4550000	4639999	hap10	1.444444444	hap1
chr13	4660000	4729999	hap10	1.285714286	hap1
chr13	4800000	4859999	hap10	0.3333333333	hap1
chr14	570000	639999	hap10	1	hap1
chr14	1290000	1359999	hap10	1.428571429	hap1
chr14	1380000	1439999	hap10	0.5	hap1
chr14	1450000	1529999	hap10	1.5	hap1
chr14	1620000	1729999	hap10	1.090909091	hap1
chr14	2360000	2509999	hap10	0.8666666667	hap1
chr14	2530000	2679999	hap10	1.333333333	hap1
chr14	2690000	2749999	hap10	0.6666666667	hap1
chr14	2870000	2969999	hap10	0.7	hap1
chr14	3410000	3519999	hap10	2.090909091	hap1
chr15	1470000	1539999	hap10	2	hap1
chr15	1650000	1729999	hap10	0.75	hap1
chr15	2120000	2189999	hap10	1.857142857	hap1
chr15	2220000	2299999	hap10	1.125	hap1
chr15	2530000	2609999	hap10	1	hap1
