chr1	100000	199999	hap27	153	-
chr1	200000	299999	hap27	103	-
chr1	300000	399999	hap27	577	-
chr1	400000	499999	hap27	594	-
chr1	500000	599999	hap27	186	-
chr1	600000	699999	hap27	469	-
chr1	700000	799999	hap27	366	-
chr1	800000	899999	hap27	101	-
chr1	900000	999999	hap27	252	-
chr1	1000000	1099999	hap27	123	-
chr1	1100000	1199999	hap27	311	-
chr1	1200000	1299999	hap27	191	-
chr1	1300000	1399999	hap27	130	-
chr1	1400000	1499999	hap27	430	-
chr1	1500000	1599999	hap27	398	-
chr1	1600000	1699999	hap27	307	-
chr1	1700000	1799999	hap27	237	-
chr1	1800000	1899999	hap27	470	-
chr1	1900000	1999999	hap27	215	-
chr1	2000000	2099999	hap27	657	-
chr1	2100000	2199999	hap27	395	-
chr1	2200000	2299999	hap27	2	+
chr1	2300000	2399999	hap27	28	+
chr1	2400000	2499999	hap27	3	+
chr1	2500000	2599999	hap27	3	+
chr1	2600000	2699999	hap27	3	+
chr1	2700000	2799999	hap27	3	+
chr1	2800000	2899999	hap27	74	-
chr1	2900000	2999999	hap27	119	-
chr1	3000000	3099999	hap27	142	-
chr1	3100000	3199999	hap27	357	-
chr1	3200000	3299999	hap27	97	-
chr1	3300000	3399999	hap27	89	-
chr1	3400000	3499999	hap27	278	-
chr1	3500000	3599999	hap27	916	-
chr1	3600000	3699999	hap27	361	-
chr1	3700000	3799999	hap27	173	-
chr1	3800000	3899999	hap27	358	-
chr1	3900000	3999999	hap27	123	-
chr1	4000000	4099999	hap27	232	-
chr1	4100000	4199999	hap27	69	-
chr1	4200000	4299999	hap27	119	-
chr1	4300000	4399999	hap27	29	+
chr1	4400000	4499999	hap27	382	-
chr1	4500000	4599999	hap27	440	-
chr1	4600000	4699999	hap27	136	-
chr1	4700000	4799999	hap27	304	-
chr1	4800000	4899999	hap27	257	-
chr1	4900000	4999999	hap27	341	-
chr1	5000000	5099999	hap27	194	-
chr1	5100000	5199999	hap27	361	-
chr1	5200000	5299999	hap27	502	-
chr1	5300000	5399999	hap27	131	-
chr1	5400000	5499999	hap27	153	-
chr1	5500000	5599999	hap27	466	-
chr1	5600000	5699999	hap27	248	-
chr1	5700000	5799999	hap27	166	-
chr1	5800000	5899999	hap27	519	-
chr1	5900000	5999999	hap27	190	-
chr1	6000000	6099999	hap27	215	-
chr1	6100000	6199999	hap27	103	-
chr1	6200000	6299999	hap27	4	+
chr1	6300000	6399999	hap27	6	+
chr1	6400000	6499999	hap27	4	+
chr1	6500000	6599999	hap27	1	+
chr1	6600000	6699999	hap27	0	+
chr1	6700000	6799999	hap27	2	+
chr1	6800000	6899999	hap27	6	+
chr1	6900000	6999999	hap27	2	+
chr1	7000000	7099999	hap27	9	+
chr1	7100000	7199999	hap27	2	+
chr1	7200000	7299999	hap27	5	+
chr1	7300000	7399999	hap27	104	-
chr1	7400000	7499999	hap27	237	-
chr1	7500000	7599999	hap27	186	-
chr10	100000	199999	hap27	45	+
chr10	200000	299999	hap27	4	+
chr10	300000	399999	hap27	4	+
chr10	400000	499999	hap27	78	-
chr10	500000	599999	hap27	3	+
chr10	600000	699999	hap27	3	+
